,Unnamed: 0,business_id,is_open,name,latitude,longitude,stars,review_count,categories,stars2017,review_count2017,num_chain,chain,tips,tips2017,checkin,checkin2017,age
15,60918,LgroNa-JH5W-wpJACXuz5A,1,Akita Sushi,33.569172200000004,-111.88572450000001,3.5,0.23833167825223436,"Sushi Bars, Restaurants",3.7357723577235773,492,4,1,0.02631578947368421,9,0.48510427010923535,164,2014
16,10497,JnV0ZAo3SU_BkjGPyKFBzg,1,Four Paws Dog Retreat,35.113778700000005,-80.91232009999999,4.5,0.009925558312655087,"Pets, Pet Sitting, Pet Services, Pet Groomers",4.55,20,1,0,0.0009925558312655087,1,0.008436724565756825,5,2015
17,494,k2b3niokS_tosjah_rzCPw,1,Metro Pizza,36.2836689,-115.2702841,3.5,0.15059642147117297,"Restaurants, Pizza",3.45,320,8,1,0.033797216699801194,7,0.4662027833001988,107,2012
18,148026,_8HzIslOdrED7JQF2DU2fg,1,Subway,33.5671571,-112.065592,3.0,0.008955223880597015,"Sandwiches, Restaurants, Fast Food",2.9,20,768,1,0.0024875621890547263,1,0.021393034825870648,0,2010
19,56321,rtcWSNA3HVehrnUDVphYoA,1,Subway,33.293028,-111.82268300000001,2.5,0.0054753608760577405,"Restaurants, Sandwiches, Fast Food",2.3333333333333335,12,768,1,0.0004977600796416127,1,0.010452961672473868,3,2009
20,185223,JXYeMN_VyIZyrveANnIVpA,1,Subway,36.14409793,-115.1554387402,2.5,0.012935323383084577,"Sandwiches, Delicatessen, Food, Restaurants, Fast Food",2.576923076923077,26,768,1,0.004975124378109453,1,0.05771144278606965,7,2010
21,91291,OQH2cl8SPWp9HR5S_CXFgA,1,Subway,33.406493100000006,-111.7717636,2.0,0.004970178926441352,"Sandwiches, Restaurants, Fast Food",2.0,10,768,1,0.0014910536779324055,1,0.0064612326043737576,2,2012
22,2211,AztVIokc5VtP4m8r6kSnWw,0,Subway,36.0340897,-115.2074639,2.0,0.004975124378109453,"Restaurants, Sandwiches, Fast Food",1.9,10,768,1,0.0029850746268656717,1,0.05124378109452736,1,2010
23,59688,yGKoVKyyo-qpoZDcpM39uA,0,Subway,33.347645299999996,-111.7196561,2.5,0.007458975634012929,"Restaurants, Fast Food, Sandwiches",2.3333333333333335,15,768,1,0.0014917951268025858,1,0.009945300845350571,2,2011
24,48816,3LjzwTq7bEbD3r4T65W0bw,1,Fit4Less,43.795669930200006,-79.4217091757,4.0,0.001487357461576599,"Fitness & Instruction, Active Life, Gyms",4.0,3,8,1,0.0009915716410510659,2,0.006941001487357461,14,2017
25,153871,0iOF4P2dMmhQRJ84h2wDeg,1,Santo's Italian Cuisine,43.8237774,-79.42414649999999,4.0,0.0278468423669816,"Restaurants, Italian",3.966666666666667,60,1,0,0.0069617105917454,5,0.046742913973147684,14,2011
26,175162,YISw5PbRXitMdYA797uQag,1,Scarborough Bluffs,43.7036232862,-79.2421203193,4.5,0.023892483822797413,"Parks, Active Life",4.6938775510204085,49,1,0,0.0029865604778496766,1,0.09706321553011449,15,2009
27,18933,DX690eOaqO7CK2Qr6__rMQ,1,El Triunfo Restaurant,36.1600359,-115.07820459999999,4.0,0.004972650422675286,"Restaurants, Mexican",3.9,10,1,0,0.0014917951268025858,1,0.005469915464942815,2,2011
28,81585,P9aHlp2inEeIbrBl9qB8Qw,1,Wynn Poker Room,36.126542,-115.16575,4.0,0.021371769383697812,"Casinos, Arts & Entertainment",3.8,45,1,0,0.005964214711729622,1,0.28926441351888665,28,2012
29,43030,FQVGvgjx0JIyQY4d0lxo4Q,1,Gap,43.6700829,-79.3891872,2.5,0.005970149253731343,"Fashion, Women's Clothing, Shopping, Men's Clothing, Sporting Goods, Accessories, Sports Wear, Children's Clothing",2.4166666666666665,12,22,1,0.0024875621890547263,1,0.03333333333333333,6,2010
30,131319,fVo4uithMrIbNYom48b_fg,1,El Paso Mexican Grill,40.349352200000006,-80.05191579999999,4.0,0.018839861179970253,"Restaurants, Mexican",3.8684210526315788,38,2,0,0.002974714923153198,5,0.01685671789786812,21,2017
31,16161,wS6LB0lSt0orSxP8cYXzvA,1,Lucky Lou's American Grill,33.3197621535,-111.8976470454,3.5,0.057242409158785465,"American (Traditional), Restaurants",3.5702479338842976,121,2,0,0.015928322548531607,4,0.49328023892483824,121,2009
32,117805,QU_EHovqCY78sNpCHYMrIQ,1,La Roma's pizza,35.3906125794,-80.620857887,4.0,0.004962779156327543,"Italian, Pizza, Restaurants",4.0,10,1,0,0.001488833746898263,2,0.0064516129032258064,8,2015
33,6281,pfPC8ttNiiR5lGs51Um9jQ,1,Johnny J's Pub & Grille,41.150824801999995,-81.8644467325,2.5,0.01689021361152509,"Nightlife, Pubs, Bars, Irish, Restaurants, Sports Bars",2.5428571428571427,35,3,1,0.0004967709885742673,1,0.01838052657724789,3,2013
34,72802,-z_DR7omzpcR__l7MbDu0A,1,Paradise Biryani Pointe,41.5396569,-81.43771290000001,4.0,0.02528507684680218,"Restaurants, Indian",4.092592592592593,54,5,1,0.0034705007436787306,4,0.014377788795240456,18,2017
35,119327,em3TpGN9BAA85u2lXewDiQ,1,Ming Fu,35.1160266,-80.72330410000002,3.5,0.0705765407554672,"Restaurants, Chinese, Sushi Bars",3.671232876712329,146,1,0,0.013916500994035786,3,0.14761431411530815,39,2012
36,180797,eJECvXFIUnfcDE6PzKS2Yw,1,McDonald's,36.17378239999999,-115.09780752620001,1.5,0.012935323383084577,"Food, Burgers, Fast Food, Coffee & Tea, Restaurants",1.6153846153846154,26,806,1,0.005472636815920398,2,0.0781094527363184,6,2010
37,34532,j6e0Lw4mb95cpC3-v0nS3Q,1,McDonald's,45.439739,-73.44302900000001,1.5,0.001488833746898263,"Restaurants, Burgers, Fast Food",2.0,4,806,1,0.0019851116625310174,1,0.0019851116625310174,2,2015
38,100376,HLHnxYWSnXeabeTDGXIJcA,1,McDonald's,45.4074623,-74.0352984,3.0,0.0014895729890764648,"Burgers, Restaurants, Fast Food",2.75,4,806,1,0.0014895729890764648,2,0.008440913604766634,1,2014
39,88659,dTU6CKCfGNBZCT0AmBbyRA,1,McDonald's,36.191883700000005,-115.3059367,2.0,0.031856645097063215,"Restaurants, Fast Food, Coffee & Tea, Burgers, Food",1.893939393939394,66,806,1,0.010452961672473868,2,0.18566450970632156,21,2009
40,36911,PJYjYb7oKtSwpE613W44bg,1,McDonald's,36.135602399999996,-115.1633017,2.5,0.019910403185664508,"Food, Restaurants, Fast Food, Coffee & Tea, Burgers",2.3902439024390243,41,806,1,0.014932802389248382,2,0.20209059233449478,20,2009
41,110958,5uQCZLYp3jjNjg7CSfeaPw,1,McDonald's,35.2132805487,-80.7816660404,1.5,0.005469915464942815,"Hot Dogs, Food, Coffee & Tea, Restaurants, Burgers, Fast Food",1.4166666666666667,12,806,1,0.0014917951268025858,1,0.012928891098955743,3,2011
42,18644,q1g2AKrd6fTKeylQ1yZwIw,1,McDonald's,33.3935702696,-111.8632802849,1.5,0.01143141153081511,"Fast Food, Restaurants, Burgers, Food, Coffee & Tea",1.7391304347826086,23,806,1,0.0014910536779324055,1,0.02286282306163022,6,2012
43,143330,aPhdMKLFBcbfOAfnUXtT1A,1,McDonald's,43.651377200000006,-79.4761671,1.5,0.006965174129353234,"Restaurants, Burgers, Fast Food",1.5,14,806,1,0.003482587064676617,1,0.007960199004975124,2,2010
44,28553,TsNYXmSJYjIq1WN8EfP0Aw,0,McDonald's,41.503143,-81.63006700000001,1.5,0.00546448087431694,"Burgers, Restaurants, Fast Food",1.4545454545454546,11,806,1,0.0009935419771485345,1,0.007948335817188276,10,2013
45,39931,7cIsnVpbiIpVkXZCMJyAtg,0,McDonald's,33.4207670645,-112.27150788600001,1.5,0.005961251862891207,"Restaurants, Fast Food, Burgers",1.6666666666666667,12,806,1,0.0024838549428713363,1,0.03825136612021858,1,2013
46,77779,umlqVAh7P7BcNu--BFq5ow,0,McDonald's,36.219042345,-115.2813779954,2.5,0.009930486593843098,"Fast Food, Food, Restaurants, Burgers",2.5217391304347827,23,806,1,0.0029791459781529296,1,0.044190665342601784,11,2014
47,65503,ZrFqa9sUaF_X8wbNz29Qbw,1,Sweet Tomatoes,33.393496,-111.914905,3.5,0.08968609865470852,"American (New), Salad, Soup, Restaurants, Vegetarian, Buffets",3.75,196,11,1,0.03089187842551071,5,0.8405580468360737,389,2007
48,66911,JS6HR-6NndrHJcmeY30_dg,1,Lollicup,36.0676542702,-115.1767036741,3.5,0.054282868525896415,"Bubble Tea, Juice Bars & Smoothies, Food, Coffee & Tea",3.381818181818182,110,1,0,0.02041832669322709,4,0.38695219123505975,29,2008
49,126834,A5Xd85djipsW546Bq6qIYA,1,Sesame Garden,40.430520655,-80.0075236051,4.0,0.0337468982630273,"Chinese, Restaurants",4.260869565217392,69,1,0,0.002977667493796526,3,0.0337468982630273,22,2015
50,49575,1M0Mo_ctYMTH0CTKgv4RpQ,1,Chipotle Mexican Grill,33.377660600000006,-112.16893,3.0,0.02136115250869349,"Fast Food, Restaurants, Mexican",2.8636363636363638,44,183,1,0.006458022851465474,4,0.09935419771485346,8,2013
51,18388,zMPfZdODe82SL_zxnv7asg,1,Chipotle Mexican Grill,40.448935,-80.17455600000001,3.0,0.024390243902439025,"Fast Food, Restaurants, Mexican",2.979591836734694,49,183,1,0.004977600796416127,1,0.10353409656545545,11,2009
52,52904,uJTG4mzj2IY0lgNrHJUXXA,0,Chipotle Mexican Grill,43.6656208,-79.40812820000001,3.5,0.005952380952380952,"Fast Food, Mexican, Restaurants",3.6666666666666665,12,183,1,0.001984126984126984,1,0.00496031746031746,6,2016
53,139646,_QL-D_zQ-RSdlsMZF3TLyg,0,Chipotle Mexican Grill,41.508256599999996,-81.5807158,2.5,0.015422885572139304,"Restaurants, Mexican, Fast Food",2.5483870967741935,31,183,1,0.003482587064676617,1,0.06666666666666667,16,2010
54,166284,I_eSnGmk5nDdsOL6Y4OAEg,0,Chipotle Mexican Grill,41.457372,-81.95013900000001,4.0,0.010447761194029851,"Mexican, Restaurants, Fast Food",3.8095238095238093,21,183,1,0.005472636815920398,1,0.14477611940298507,3,2010
55,86594,r6lLLqR8TorhxXYpWlRVyQ,1,Kohl's - Northwest Gilbert,33.377648699999995,-111.809203,3.0,0.014932802389248382,"Jewelry, Department Stores, Cosmetics & Beauty Supply, Fashion, Women's Clothing, Shoe Stores, Beauty & Spas, Shopping, Men's Clothing",2.967741935483871,31,1,0,0.005973120955699353,1,0.13190642110502737,21,2009
56,165370,NDWa7edY1341UtL5Y752jA,1,Las Vegas Coin Laundry #5,36.158800299999996,-115.12594990000001,4.5,0.013406156901688183,"Dry Cleaning & Laundry, Laundry Services, Laundromat, Local Services",4.481481481481482,27,1,0,0.003475670307845084,3,0.010427010923535254,3,2014
57,149476,NyjKkq7uGFoGvgleNOlybA,1,Jamba Juice,33.4788312998,-111.92571702459999,3.0,0.02838645418326693,"Restaurants, Juice Bars & Smoothies, Food",3.1578947368421053,57,60,1,0.010956175298804782,1,0.5871513944223108,61,2008
58,102297,y-KWX8ea5MX1eIJke7GKUQ,1,Jamba Juice,36.062901000000004,-115.242966,3.5,0.04769001490312966,"Juice Bars & Smoothies, Food",3.642857142857143,98,60,1,0.02036761053154496,1,0.4262295081967213,105,2013
59,12221,TB69f0MP85WNCGYNtn7bOQ,1,Jamba Juice,33.637693799999994,-112.217398,3.0,0.026394422310756973,"Restaurants, Food, Juice Bars & Smoothies",3.245614035087719,57,60,1,0.01195219123505976,1,0.2295816733067729,16,2008
60,142097,rpqEs1JT1XGHJzRUYfXDMQ,0,Jamba Juice,36.238882000000004,-115.16868600000001,3.0,0.014925373134328358,"Food, Juice Bars & Smoothies",2.935483870967742,31,60,1,0.009950248756218905,1,0.1044776119402985,19,2010
61,74739,ddEDgarAoRJ_ANMvTuRkzw,1,Taco Bell,35.23256,-81.16941800000001,2.0,0.003978120338140228,"Tex-Mex, Fast Food, Mexican, Restaurants",1.75,8,313,1,0.000994530084535057,1,0.002486325211337643,1,2011
62,157207,qlsAl7z4NYuf7CVpF2BJcw,1,Taco Bell,41.468373,-81.901811,3.5,0.009457441513190641,"Tex-Mex, Restaurants, Mexican, Fast Food",3.6842105263157894,19,313,1,0.004479840716774514,1,0.0587356893977103,12,2009
63,30858,IydiH1DIlyvwvpbkC9m42Q,1,Whole Foods Market,40.458461,-79.9289855,3.5,0.07224713502740408,"Organic Stores, Food, Grocery, Specialty Food, Health Markets",3.510204081632653,147,26,1,0.027902341803687097,4,1.2635774788241156,244,2007
64,90339,9S7RUjzkdpU4MDxUxkvLvg,1,TGI Fridays,35.3078037,-80.7542218,2.0,0.06022896963663514,"Bars, American (Traditional), Nightlife, Restaurants, Italian",1.910569105691057,123,29,1,0.012444001991040319,2,0.11000497760079642,17,2009
65,164015,Zrx25j1M794Nh8fUGB8E9A,1,TGI Fridays,36.102703999999996,-115.202215,2.5,0.12250996015936255,"Nightlife, Seafood, Restaurants, Bars, American (Traditional)",2.57429718875502,249,29,1,0.03187250996015936,3,0.578187250996016,101,2008
66,83088,U9nXdynQ2YR5xYx8tM3S7w,1,TGI Fridays,36.1448718,-115.20234750000002,2.5,0.10762331838565023,"Nightlife, American (New), Restaurants, Wine Bars, American (Traditional), Burgers, Bars",2.509009009009009,222,29,1,0.026407573492775286,2,0.3273542600896861,53,2007
67,164357,GdnLAgRXt43eISMtJEOZRg,1,Sushi Express,43.073336100000006,-89.396349,4.0,0.04073522106308992,"Restaurants, Japanese, Sushi Bars",3.7349397590361444,83,2,0,0.0029806259314456036,4,0.037754595131644315,9,2013
68,77235,AD_4SpG2oVsWEA5xP4iWzw,1,Michelle's Massage & Spa,33.58192329999999,-112.0086066,5.0,0.016377171215880892,"Skin Care, Beauty & Spas, Day Spas, Massage",4.878787878787879,33,1,0,0.0034739454094292804,5,0.03076923076923077,18,2015
69,91900,iHWC_tHYYZVAvDqlPvAP2Q,1,Dunkin' Donuts,36.1268188361,-115.2793161342,2.0,0.05461767626613704,"Coffee & Tea, Donuts, Food",1.9464285714285714,112,187,1,0.006454816285998014,3,0.16931479642502484,27,2014
70,188357,93aYfvbg2zm8nEvpW83ZjQ,1,Dunkin' Donuts,35.228639,-80.86708,2.5,0.006454816285998014,"Donuts, Coffee & Tea, Bagels, Food",2.3076923076923075,13,187,1,0.0029791459781529296,1,0.033763654419066536,1,2014
71,133406,9abTz1ldMkWWgDBFZ9_gZQ,1,Dunkin' Donuts,41.4668662,-82.0210293,1.5,0.011928429423459244,"Donuts, Coffee & Tea, Food",1.5384615384615385,26,187,1,0.0044731610337972166,2,0.08151093439363817,10,2012
72,1580,JBZzE2ZJe7l0iEwQLjCJzw,1,Dunkin' Donuts,33.4079719,-111.9104912,3.0,0.022885572139303482,"Food, Donuts, Coffee & Tea",2.8260869565217392,46,187,1,0.005472636815920398,2,0.1482587064676617,21,2010
73,123289,tK-BU9V_xg4hVGQIrQeLSQ,0,Dunkin' Donuts,33.5828907,-111.92436799999999,3.5,0.014932802389248382,"Food, Donuts, Coffee & Tea",3.3870967741935485,31,187,1,0.008461921353907416,4,0.15579890492782478,34,2009
74,11570,0u6eLqpYD7XH26v2Ou3pow,1,Freedom House South End,35.200594,-80.870488,5.0,0.001487357461576599,"Religious Organizations, Churches",5.0,3,1,0,0.001487357461576599,3,0.0009915716410510659,0,2017
75,180730,mSWNf1muSy9wgGtMRgt7Fg,1,Zeppe's Tavern & Pizzeria,41.4237519,-81.4970228,3.5,0.007960199004975124,"Sandwiches, Italian, American (Traditional), Wraps, Bars, Nightlife, Restaurants, Event Planning & Services, Pizza, Caterers",3.4375,16,2,0,0.003980099502487562,2,0.021890547263681594,12,2010
76,93598,8E5l83iGubQmtivb24TL_Q,1,Saks Fifth Avenue,41.4994869262,-81.49417903289999,3.0,0.01593625498007968,"Department Stores, Jewelry, Women's Clothing, Fashion, Accessories, Men's Clothing, Shoe Stores, Shopping",2.9393939393939394,33,6,1,0.0034860557768924302,1,0.05129482071713148,6,2008
77,185137,yDY33msXzBryMeOvenHqPQ,1,Lowe's Home Improvement - Monroeville,40.437061299999996,-79.7627449,2.5,0.008449304174950299,"Windows Installation, Shopping, Appliances, Hardware Stores, Building Supplies, Home & Garden, Home Services, Water Heater Installation/Repair",2.5,18,1,0,0.0014910536779324055,1,0.10337972166998012,31,2012
78,3576,BisBzY0IGn0ShYfp1mBSdQ,1,Indigo Books Music & More,43.6695816,-79.3885728,4.0,0.017928286852589643,"Shopping, Bookstores, Books, Mags, Music & Video",3.888888888888889,36,5,1,0.005478087649402391,2,0.2106573705179283,27,2008
79,112998,3O7xr0OeBau4-4jIWdQeGg,1,The Apple Market,43.577663,-79.60279059999999,4.0,0.003976143141153081,"Specialty Food, Food, Fruits & Veggies",4.0,8,1,0,0.0009940357852882703,1,0.009443339960238568,2,2012
80,189981,xWRp672qCJX_RhAhCV50eA,1,Jack in the Box,33.2182494,-111.8262567,2.0,0.0034808552958727,"Fast Food, Restaurants",2.25,8,83,1,0.0014917951268025858,1,0.012928891098955743,4,2011
81,189720,ENSXtagSYILMBTVEj6p81Q,1,Jack in the Box,36.158591799999996,-115.07910749999999,2.0,0.004975124378109453,"Restaurants, Fast Food",2.5,16,83,1,0.001990049751243781,1,0.04129353233830846,17,2010
82,60513,K4mTY8CBgevL4Mi1VWpxRA,1,T-Mobile,33.7990514817,-112.1313679218,3.5,0.002977667493796526,"Shopping, Mobile Phones",3.142857142857143,7,146,1,0.0009925558312655087,1,0.0,0,2015
83,102648,rQ84_re42pg-r3qtaXVrHA,1,T-Mobile,36.0096307987,-115.11802069379999,3.0,0.01990049751243781,"Shopping, Mobile Phone Accessories, Electronics, Mobile Phones",3.119047619047619,42,146,1,0.003482587064676617,1,0.04527363184079602,5,2010
84,49665,9eM-9hbzyi8IDKQx5-4VNQ,1,Daryl's Detail on Wheels,33.4801739964,-112.0515206645,5.0,0.021847070506454815,"Automotive, Car Wash, Auto Detailing",4.911111111111111,45,1,0,0.0004965243296921549,1,0.020854021847070508,4,2014
85,19527,IDBG5UhyqWU4YqB1MZZtNg,1,Sambalatte,36.173916999999996,-115.148725,4.0,0.002974714923153198,"Coffee & Tea, Food, Coffee Roasteries",3.8333333333333335,6,4,1,0.0009915716410510659,2,0.011898859692612791,5,2017
86,89029,z0cjTX7o6gJsXm2hWHaKGw,0,Sambalatte,36.104473480100005,-115.1737043575,4.0,0.19662363455809334,"Coffeeshops, Coffee & Tea, Food, Desserts, Nightlife",4.208436724565757,403,4,1,0.03326713008937438,16,0.782025819265144,363,2014
87,23913,LhjwCIMc3k-gooMU4S6bgw,1,Family Dollar,35.3451802,-80.88762940000001,2.5,0.0024813895781637717,"Shopping, Discount Store",2.6,5,16,1,0.0009925558312655087,1,0.005955334987593052,4,2015
88,35300,ZGtWgDcgU6bYq4opGMH9cA,1,Wild Tuna Sushi and Spirits,33.6071136,-112.0627334,4.5,0.08715139442231076,"Restaurants, Sushi Bars",4.357142857142857,182,1,0,0.018924302788844622,4,0.17629482071713148,25,2008
89,164038,iqwjP55lhLJ75F5E3hkjzA,1,The UPS Store,33.3774728,-111.8772295,3.0,0.007462686567164179,"Notaries, Post Offices, Local Services, Printing Services, Mailbox Centers, Shipping Centers, Public Services & Government",3.0,15,279,1,0.001990049751243781,1,0.018407960199004977,5,2010
90,88075,Si9JA_FUpUSLekeMJc1Edg,1,Dolce Bombe,43.783013223599994,-79.572254613,4.5,0.010437375745526839,"Desserts, Food",4.590909090909091,22,1,0,0.002982107355864811,3,0.010437375745526839,1,2012
91,106989,7hUp4XxmUCGqvPFAM8IJww,1,Moxie's Grill & Bar,43.7767555,-79.25900809999999,3.0,0.045793927327028375,"Restaurants, Steakhouses, Nightlife, Bars, Lounges, Canadian (New), American (Traditional)",2.7263157894736842,95,22,1,0.007466401194624191,1,0.09208561473369836,22,2009
92,103289,sZq-qUvoLgYxlDmIcxYWDg,1,Burger Theory,33.4654851036,-111.9867181865,3.5,0.12896825396825398,"Beer Bar, Bars, American (Traditional), Restaurants, Nightlife, American (New), Burgers",3.3257575757575757,264,1,0,0.014384920634920634,12,0.13392857142857142,78,2016
93,104634,AYlhzCGwUeFVmuMPIsdSbw,1,The Bistro At Courtyard Scottsdale Salt River,33.5136965904,-111.89080108469999,4.5,0.002977667493796526,"Breakfast & Brunch, Sandwiches, American (Traditional), Restaurants",4.5,6,1,0,0.0004962779156327543,1,0.002977667493796526,6,2015
94,34792,oVTvVdJiaRAwBLy6HUxE8A,1,Yogurtland,36.0570724574,-115.0468307669,4.0,0.038728897715988087,"Ice Cream & Frozen Yogurt, Food, Desserts",4.215189873417722,79,15,1,0.014895729890764648,3,0.2571996027805363,78,2014
95,118547,T-Y-18idyUMTc2_StnC7PA,1,Yogurtland,33.3045061941,-111.8999283032,4.0,0.04477611940298507,"Specialty Food, Do-It-Yourself Food, Ice Cream & Frozen Yogurt, Food, Chocolatiers & Shops, Restaurants, Desserts",3.860215053763441,93,15,1,0.0263681592039801,5,0.4582089552238806,131,2010
96,181259,6reAdGIlwbnZuyQpJSkyUw,1,Rustique,45.4734935,-73.5881333,4.5,0.027819175360158967,"Bakeries, Desserts, Event Planning & Services, Food, Caterers, Patisserie/Cake Shop",4.241379310344827,58,1,0,0.003477396920019871,1,0.05216095380029806,18,2013
97,61973,1nno5CjwR2JwUHMGZp2AzA,1,Starbucks,33.45149,-112.394504,2.0,0.007447864945382324,"Food, Coffee & Tea",1.8666666666666667,15,1066,1,0.0024826216484607746,3,0.015392254220456803,6,2014
98,17465,j4UiKKN5wtP4mKwTbJ2Zxw,1,Starbucks,43.8983357112,-79.4440732151,3.5,0.006448412698412698,"Food, Coffee & Tea",3.2857142857142856,14,1066,1,0.000992063492063492,1,0.023313492063492064,15,2016
99,155428,RyaCGkXRXxXNeJhbnioz1Q,1,Starbucks,36.239415,-115.116446,3.5,0.046766169154228855,"Food, Coffee & Tea",3.33,100,1066,1,0.03880597014925373,6,1.046766169154229,183,2010
100,127229,iyJCmE19VV6ttawCioIF0A,1,Starbucks,33.799743,-111.966971,3.5,0.00495785820525533,"Food, Coffee & Tea",3.4,10,1066,1,0.002478929102627665,3,0.02478929102627665,18,2017
101,137080,YFpgERPB2s8KYRlBtkIFjw,1,Starbucks,45.500806,-73.55907320000001,3.5,0.004468718967229395,"Food, Restaurants, Coffee & Tea, Cafes",3.5555555555555554,9,1066,1,0.0009930486593843098,2,0.03227408142999007,21,2014
102,68046,Mkz16U3y232nbwoB94myTw,1,Starbucks,33.713245,-112.142353,2.5,0.03034825870646766,"Coffee & Tea, Food, Restaurants",2.619047619047619,63,1066,1,0.018407960199004977,2,0.4427860696517413,144,2010
103,41247,cnBo56U9Js_OwZ7gmSsUnw,1,Starbucks,36.1190510686,-115.174818736,2.5,0.010912698412698412,"Food, Bakeries, Coffee & Tea",2.6363636363636362,22,1066,1,0.002976190476190476,4,0.07886904761904762,62,2016
104,103723,NRtd6t9J4ipB_q737xvyow,1,Starbucks,33.48206,-112.079819,4.0,0.003980099502487562,"Food, Coffee & Tea",3.75,8,1066,1,0.0004975124378109452,1,0.05323383084577114,3,2010
105,48550,v6QXg4TI84FKEkcYGTrcNw,1,Starbucks,36.274195,-115.26885,3.5,0.04477611940298507,"Food, Coffee & Tea",3.3297872340425534,94,1066,1,0.02437810945273632,4,0.6368159203980099,119,2010
