,age,review_count,chain,stars,tip_count,checkin_count,density,category_density
7265,2,0,1,2.494175779088596,0,0,128.0,0.2578125
7277,1,3,1,2.0134052279309183,0,2,78.0,0.35897435897435903
7324,1,1,1,1.2951433491691282,0,0,17.0,0.17647058823529413
7325,1,0,1,0.0,0,0,176.0,0.2784090909090909
7361,3,3,1,1.925146365208937,2,4,9.0,0.1111111111111111
7405,3,2,1,1.953041053547328,0,3,35.0,0.42857142857142855
7498,1,0,1,2.0938857290181767,1,0,176.0,0.1590909090909091
7527,1,1,1,2.4416266537190507,0,3,9.0,0.4444444444444444
7568,1,0,1,0.6165828194831681,0,0,14.0,0.21428571428571427
7624,1,3,1,1.4928455920756096,1,1,453.0,0.044150110375275935
7626,2,0,1,0.0,0,2,25.0,0.56
7642,1,3,1,2.606744425693855,1,5,16.0,0.5625
7651,2,1,1,1.0238810528105935,0,0,15.0,0.2
7722,4,2,1,2.3712576105194025,0,1,86.0,0.2790697674418605
7766,3,1,1,2.020955640075429,0,0,58.0,0.15517241379310345
7779,2,0,1,1.1895624373726454,1,1,21.0,0.2857142857142857
7782,2,1,1,2.2532741106886403,0,1,15.0,0.4666666666666667
7835,2,0,1,0.0,0,0,26.0,0.038461538461538464
7849,1,1,1,1.5030335560004022,0,2,38.0,0.07894736842105263
7887,2,0,1,1.7521833206998678,0,0,52.0,0.038461538461538464
8004,1,0,1,2.148271048456163,0,0,72.0,0.1111111111111111
8006,2,3,1,1.9508132279465915,0,3,14.0,0.14285714285714285
8109,1,3,2,1.2145370924490224,0,0,20.0,0.1
8169,2,2,1,1.8180383442185493,1,3,95.0,0.09473684210526316
8232,2,2,1,1.5622185878662778,1,5,78.0,0.2564102564102564
8238,1,10,1,2.0613408869320664,4,8,25.0,0.36
8262,1,8,1,1.748540151793491,4,2,64.0,0.015625
8264,4,1,1,1.970767698321368,0,2,7.0,0.14285714285714285
8284,2,1,1,0.6128282306136119,0,0,11.0,0.18181818181818185
8303,1,1,1,1.8203835114388236,0,0,7.0,0.14285714285714285
8397,1,0,1,0.0,0,0,13.0,0.07692307692307693
8425,1,5,1,2.778944427674046,0,1,77.0,0.03896103896103896
8449,2,3,1,1.6893545840573991,2,1,8.0,0.125
8487,5,4,1,1.925550066954148,2,2,110.0,0.2818181818181818
8508,1,1,1,1.6656827271253527,0,0,5.0,0.6
8515,1,10,2,1.9880911154846188,6,6,46.0,0.1956521739130435
8540,3,0,1,0.0,0,0,112.0,0.04464285714285714
8587,2,2,1,2.387098725144392,0,5,14.0,0.21428571428571427
8673,3,3,1,2.0985130104058136,0,1,83.0,0.3975903614457832
8779,2,1,1,1.905955516638795,0,0,71.0,0.28169014084507044
8908,1,4,1,2.3191154298806165,1,2,65.0,0.24615384615384614
8944,4,3,1,1.4943968156224334,2,1,137.0,0.1678832116788321
9079,1,2,1,2.1027373034778742,1,0,37.0,0.10810810810810813
9155,1,0,1,2.9041663546757284,1,1,376.0,0.09574468085106384
9263,1,2,1,1.9211145845322488,0,0,14.0,0.07142857142857142
9387,2,1,1,2.450412144101065,1,7,281.0,0.2633451957295373
9475,2,3,1,1.7648241754696887,3,3,4.0,0.25
9498,1,4,1,1.8535560707724337,0,3,137.0,0.051094890510948905
9509,1,1,1,1.6005096859668029,1,1,2.0,0.5
9563,4,0,1,1.5291821803878412,0,0,187.0,0.3155080213903743
9577,2,1,1,2.205026076821687,0,0,9.0,0.2222222222222222
9623,4,1,1,1.936044624069664,0,1,97.0,0.24742268041237114
9643,2,3,1,2.5732254470555884,1,3,46.0,0.17391304347826084
9684,2,1,1,1.3715089539977057,0,2,15.0,0.13333333333333333
9756,1,4,1,2.3514978909624444,1,1,10.0,0.1
9784,1,1,1,1.5755565447789353,0,4,9.0,0.3333333333333333
9815,1,2,1,2.0112870674555565,0,4,31.0,0.3548387096774194
10022,2,3,1,2.3169162540592123,0,7,24.0,0.25
10027,1,2,1,1.8762831630646264,1,5,290.0,0.2241379310344828
10036,2,1,1,2.001166339091847,0,1,21.0,0.19047619047619047
10048,2,0,1,0.0,0,3,130.0,0.05384615384615385
10157,1,3,1,2.5715889995740784,0,1,12.0,0.16666666666666666
10169,1,6,1,2.346539298807049,3,9,66.0,0.18181818181818185
10173,5,0,1,0.0,0,0,326.0,0.23006134969325154
10180,1,5,1,1.9061546313440063,0,1,7.0,0.42857142857142855
10225,2,1,1,0.9723817281970991,1,0,105.0,0.009523809523809523
10227,2,0,1,2.5801409479208366,0,2,112.0,0.08035714285714286
10265,2,2,1,2.1509926468902294,0,3,13.0,0.2307692307692308
10267,2,3,1,1.7658781953544922,0,0,204.0,0.3088235294117647
10384,1,2,1,1.9224856316271102,0,0,5.0,0.2
10395,1,3,1,1.4691757791855262,0,1,456.0,0.2609649122807017
10425,1,15,1,2.077000079607369,5,10,24.0,0.20833333333333331
10432,2,2,1,2.1053545214613405,1,0,134.0,0.05223880597014925
10435,3,3,1,1.9554798527534532,0,2,41.0,0.024390243902439025
10436,1,0,1,2.539900478341148,0,1,31.0,0.03225806451612903
10515,3,4,1,1.7166308211815042,1,5,16.0,0.25
10577,2,0,1,0.0,0,1,10.0,0.3
10609,2,0,1,0.0,0,1,26.0,0.19230769230769232
10777,1,3,1,2.794757246739737,0,1,94.0,0.05319148936170213
10999,5,2,1,0.8642872189225561,1,0,21.0,0.19047619047619047
11932,1,1,1,1.024051043244079,0,0,20.0,0.1
11948,4,0,10,1.1815446422430833,1,0,16.0,0.1875
12026,3,0,1,0.8154604630392711,0,0,456.0,0.13596491228070176
12043,2,0,1,1.1419135167199428,0,0,51.0,0.0196078431372549
12601,3,0,1,0.9273110649192504,0,0,105.0,0.11428571428571427
12602,4,0,1,1.1101252379387383,0,0,29.0,0.3103448275862069
12609,2,0,1,1.1199893930208764,0,0,104.0,0.20192307692307693
12811,2,0,1,1.3977878759788482,0,0,103.0,0.3398058252427185
12840,1,0,24,0.0,0,0,39.0,0.1794871794871795
12857,3,0,1,1.223174497979742,0,0,163.0,0.006134969325153374
13045,4,0,1,1.2248441013242792,0,0,73.0,0.2191780821917808
13267,1,0,39,1.2085522947575398,0,0,28.0,0.07142857142857142
13364,3,1,1,1.1852856495076605,0,0,33.0,0.15151515151515152
13367,2,0,1,0.0,0,0,41.0,0.024390243902439025
13492,2,0,2,0.0,0,0,254.0,0.05118110236220472
13558,1,0,1,1.1231918426371008,0,0,160.0,0.11875
13687,5,1,1,1.0975288783098969,1,1,45.0,0.17777777777777778
13775,2,0,2,1.6523104537252955,0,0,31.0,0.16129032258064516
13863,2,0,1,1.3004428073825582,2,0,144.0,0.2916666666666667
14277,1,0,16,0.8599708702462446,0,0,38.0,0.18421052631578946
14344,1,0,1,0.9907312640909822,0,0,112.0,0.14285714285714285
14355,3,0,1,1.4149534629483174,0,0,33.0,0.030303030303030307
14409,3,0,3,1.222807335890608,1,0,36.0,0.08333333333333333
14495,1,0,1,1.0922208255954091,0,0,89.0,0.11235955056179776
14514,2,0,1,1.145055864161338,0,0,114.0,0.17543859649122806
14656,1,2,1,1.441292952799739,1,0,32.0,0.09375
14691,2,0,1,1.1216503155159996,0,0,94.0,0.09574468085106384
14900,3,0,1,1.1739124565313073,1,0,115.0,0.4608695652173913
14944,1,2,1,1.96277782172924,2,1,21.0,0.09523809523809523
15128,3,1,3,1.024914654851241,0,0,26.0,0.15384615384615385
15138,3,1,1,0.8574831888193335,0,0,401.0,0.16708229426433915
15142,1,0,1,1.2458831533707624,0,0,49.0,0.12244897959183673
15174,2,0,2,0.4747787695276028,1,0,42.0,0.21428571428571427
15229,1,0,2,0.890363163873062,0,0,14.0,0.14285714285714285
15245,4,0,7,1.3419997925655778,0,0,81.0,0.07407407407407407
15247,1,1,1,0.9915766129467952,1,1,34.0,0.6470588235294118
15362,1,2,1,1.117492144685463,1,0,48.0,0.08333333333333333
15418,3,0,18,1.3853760712520802,0,0,29.0,0.4137931034482759
15503,4,0,1,1.7328911842872392,0,0,79.0,0.05063291139240506
15531,3,0,2,1.23927084155544,0,0,67.0,0.16417910447761194
15599,2,0,1,1.130402134040981,0,0,147.0,0.2108843537414966
15613,5,0,7,0.9999970370445816,0,0,1.0,1.0
15614,2,1,7,1.4715669024179998,4,3,14.0,0.14285714285714285
15647,5,0,1,0.9150960252216056,0,0,67.0,0.20895522388059698
15650,2,0,1,1.1700736263808609,0,0,102.0,0.08823529411764706
15741,3,0,1,0.8711225187540785,0,0,37.0,0.16216216216216214
15818,4,1,1,0.4971635498016523,0,1,16.0,0.0625
15836,1,0,1,0.9155915146600652,0,0,387.0,0.1834625322997416
15842,4,0,3,0.4669704329092183,0,0,53.0,0.2641509433962264
15893,2,0,1,1.1752154528159395,0,0,292.0,0.3082191780821918
16169,5,0,1,1.4413836582902384,0,0,35.0,0.14285714285714285
16183,1,0,1,1.52564539624531,0,0,118.0,0.11016949152542373
16184,3,0,2,1.4632460825220939,0,0,107.0,0.21495327102803735
16191,5,0,1,1.5561722186719746,0,0,61.0,0.2295081967213115
16210,3,0,7,0.0,0,0,66.0,0.2272727272727273
16247,2,0,1,0.80733203575049,0,0,16.0,0.0625
16270,2,3,1,0.6910816154291695,4,2,691.0,0.2301013024602026
16273,1,0,1,1.3408392542632623,1,0,141.0,0.5106382978723404
16311,4,0,1,1.0963555070687991,0,0,65.0,0.16923076923076924
16453,4,3,1,1.6193358994333702,2,2,61.0,0.08196721311475409
16454,3,0,1,1.0214160725610262,0,0,25.0,0.24
16459,1,1,1,1.185858285398549,2,1,104.0,0.1346153846153846
16494,3,0,1,0.9672082274783902,0,0,38.0,0.3157894736842105
16505,3,0,1,1.2866291628361937,0,1,67.0,0.08955223880597014
16541,2,0,1,1.8520967745124333,0,1,463.0,0.1490280777537797
16557,3,5,1,1.783127029168669,0,0,8.0,0.125
16571,3,0,1,0.0,0,0,147.0,0.2857142857142857
16620,4,2,14,1.3014538882116562,3,3,62.0,0.3548387096774194
16630,5,1,14,1.1998595935194691,1,7,46.0,0.3695652173913043
16648,2,0,1,0.0,0,0,49.0,0.22448979591836732
16649,3,0,1,1.4590741170762518,0,0,371.0,0.005390835579514825
16671,1,0,1,1.6381224760787,0,0,5.0,0.2
16755,2,0,3,0.9558558621858458,0,0,33.0,0.15151515151515152
16767,1,1,1,2.044745576037573,1,0,39.0,0.02564102564102564
16815,3,0,2,0.0,0,0,283.0,0.10247349823321557
16841,1,0,2,1.751806040829052,0,0,270.0,0.04074074074074074
16878,3,1,3,1.4034030360513112,1,1,109.0,0.027522935779816515
16964,2,1,1,1.3066732285580651,2,1,187.0,0.0962566844919786
16976,3,0,1,1.4806700880403685,0,0,93.0,0.08602150537634409
16993,4,0,1,0.0,0,0,61.0,0.16393442622950818
16998,4,0,1,0.0,0,0,143.0,0.3706293706293706
17152,1,1,1,1.2276796246537047,0,0,41.0,0.0975609756097561
17184,1,1,1,1.4681068017861882,1,0,71.0,0.16901408450704225
17230,2,0,3,1.4170088369029572,0,0,32.0,0.09375
17264,3,1,1,1.3893603017371607,0,0,144.0,0.0625
17271,1,0,1,0.0,0,0,13.0,0.07692307692307693
17327,3,2,2,1.20583868230628,1,1,111.0,0.036036036036036036
17332,1,0,1,1.4063782385553385,0,0,99.0,0.08080808080808081
17353,3,0,1,1.033555414217322,0,0,34.0,0.14705882352941174
17392,1,4,1,1.3716459938597898,7,4,25.0,0.48
17490,3,0,1,0.0,0,0,452.0,0.1991150442477876
17589,2,1,1,1.5130028410534342,1,1,563.0,0.06571936056838366
17598,1,4,2,1.1005357887999885,2,2,54.0,0.12962962962962962
17648,4,2,1,2.027919472787429,0,0,20.0,0.05
17654,5,1,1,1.1904752178237183,0,0,65.0,0.1076923076923077
17717,4,0,14,1.4974123046216865,2,0,67.0,0.16417910447761194
17756,1,2,1,0.7806870856367375,0,1,17.0,0.35294117647058826
17921,5,0,1,1.556439000097469,0,0,131.0,0.5343511450381679
17927,4,3,1,1.3802479783901882,2,2,47.0,0.10638297872340426
17966,3,0,1,0.0,0,0,153.0,0.1437908496732026
17971,4,0,1,1.2269736569225689,0,0,16.0,0.0625
17998,2,0,1,0.0,0,0,115.0,0.08695652173913042
18009,2,1,1,1.528987454368014,1,1,18.0,0.2222222222222222
18021,1,0,1,1.9328190652857424,0,0,34.0,0.35294117647058826
18095,1,0,1,2.0983526836268798,15,4,28.0,0.17857142857142858
18209,2,0,1,1.4647483402861257,0,0,195.0,0.14871794871794872
18231,1,0,1,1.0472516561714045,0,0,47.0,0.0425531914893617
18246,2,0,1,1.1257588292385687,0,0,423.0,0.10638297872340426
18286,2,1,1,1.328839546210458,0,0,166.0,0.03614457831325301
18386,4,0,2,1.3113372978214537,0,0,68.0,0.17647058823529413
18429,1,1,1,2.229923025967957,1,0,63.0,0.12698412698412698
18616,2,0,1,1.588078709508446,0,0,195.0,0.24102564102564106
18744,1,2,1,1.594820457766548,1,1,42.0,0.19047619047619047
18784,1,0,1,1.129416553367401,0,0,62.0,0.1774193548387097
18794,1,2,1,1.2644093218978585,0,0,35.0,0.028571428571428567
18824,1,0,1,1.4943096309481914,0,0,113.0,0.04424778761061947
18871,4,0,1,1.3974226238962688,0,0,117.0,0.2478632478632479
18893,2,2,3,1.4990884565600169,4,4,78.0,0.16666666666666666
18940,2,2,1,1.44490629199054,3,2,140.0,0.4642857142857143
18950,2,1,1,1.083330154803725,2,1,3.0,0.3333333333333333
18975,3,0,1,0.0,0,0,147.0,0.1836734693877551
19028,2,1,1,1.0658973170714348,0,2,7.0,0.14285714285714285
19031,2,0,6,0.8233926723003944,0,1,9.0,0.3333333333333333
19036,3,2,1,1.9806711845075575,5,5,17.0,0.29411764705882354
19039,3,0,1,1.2931028604534962,0,0,95.0,0.14736842105263154
19078,3,0,1,0.0,0,0,14.0,0.07142857142857142
19103,2,0,1,0.0,0,0,19.0,0.10526315789473684
19122,1,1,1,1.5065092699560232,0,0,483.0,0.19668737060041408
19130,1,1,1,2.0930772860021865,0,1,22.0,0.2272727272727273
19244,3,0,1,1.9636691615800284,0,1,39.0,0.10256410256410256
19251,1,1,1,2.372756320827018,2,3,23.0,0.17391304347826084
19252,2,0,1,1.5635492424760316,1,0,28.0,0.25
19330,3,4,4,2.4303012616446185,3,3,50.0,0.02
19352,2,0,1,0.0,0,0,4.0,0.5
19385,1,1,1,1.9360223523753863,0,0,77.0,0.1948051948051948
19388,2,1,1,1.2769029504544904,0,0,65.0,0.09230769230769233
19449,1,0,1,0.0,0,0,19.0,0.05263157894736842
19464,3,0,1,0.0,0,0,425.0,0.19294117647058825
19469,5,2,1,1.174247496633968,0,1,14.0,0.07142857142857142
19471,3,2,1,1.6663299083210774,1,5,285.0,0.2456140350877193
19494,3,2,1,2.0001421934845443,2,1,89.0,0.02247191011235955
19529,3,2,1,1.2404970560676756,0,2,21.0,0.047619047619047616
19596,4,2,1,1.759522386031286,1,1,38.0,0.2368421052631579
19613,1,0,1,0.7430822408390401,0,0,92.0,0.14130434782608695
19630,1,0,1,0.0,0,0,111.0,0.07207207207207207
19707,2,4,1,1.6630704455183165,4,5,54.0,0.2962962962962963
19731,1,0,1,0.8063709405632881,0,0,167.0,0.3413173652694611
19732,1,0,1,1.0013893625595165,0,0,68.0,0.2352941176470588
19778,3,1,1,1.725437843100731,0,0,31.0,0.12903225806451613
19794,2,0,1,1.4237183221149752,1,1,46.0,0.17391304347826084
19818,1,0,1,0.0,0,0,23.0,0.08695652173913042
19824,3,0,1,0.0,0,0,103.0,0.03883495145631068
19875,1,2,1,1.6395151172698004,1,0,93.0,0.2043010752688172
19925,3,1,1,1.7476547576639745,5,1,293.0,0.2525597269624573
19944,1,1,1,1.9999600004,0,1,2.0,0.5
19955,2,2,1,1.5963293283444644,1,2,175.0,0.051428571428571435
19967,4,0,1,1.8011173271132668,0,0,13.0,0.15384615384615385
19969,6,1,1,1.41797342263458,0,1,153.0,0.29411764705882354
20158,3,0,1,1.2480361164696243,0,0,149.0,0.09395973154362416
20175,1,1,1,3.127814574044656,0,2,7.0,0.2857142857142857
20217,1,1,1,2.470314757841232,0,2,31.0,0.0967741935483871
20234,5,1,3,1.2349299825438012,1,1,42.0,0.14285714285714285
20288,4,2,1,1.6920697620710194,2,1,146.0,0.0821917808219178
20318,4,1,1,1.5602681425915381,1,1,108.0,0.17592592592592593
20359,2,0,1,0.0,0,0,15.0,0.06666666666666668
20364,2,0,1,1.6629514142626864,1,0,210.0,0.03333333333333333
20383,1,2,1,1.6076599071293216,2,2,25.0,0.52
20388,3,3,1,1.6095005169233123,2,1,202.0,0.2524752475247525
20435,2,0,1,1.8312732229330348,0,0,84.0,0.10714285714285714
20464,3,2,1,1.8966010387109768,3,1,54.0,0.07407407407407407
20532,3,3,1,1.7040582564791709,0,2,62.0,0.2419354838709677
20578,2,2,1,2.364166080720864,3,2,7.0,0.2857142857142857
20582,5,1,1,1.6901582399553028,1,3,79.0,0.2405063291139241
20603,3,0,1,1.2323261678807695,0,0,785.0,0.10318471337579617
20649,2,2,1,2.3303284217931814,1,5,14.0,0.14285714285714285
20673,1,1,1,1.6029386380333766,1,2,58.0,0.25862068965517243
20681,1,0,1,0.0,0,0,9.0,0.2222222222222222
20694,2,0,1,1.9517126864473129,1,0,72.0,0.3611111111111111
20702,3,0,2,1.850877162256604,0,0,558.0,0.035842293906810034
20849,1,0,1,0.0,0,1,16.0,0.375
20855,1,0,1,2.204658416787885,0,0,333.0,0.045045045045045036
20870,1,0,1,0.6658795252651999,0,0,366.0,0.1174863387978142
20873,2,2,1,1.6897325973260873,3,6,29.0,0.10344827586206896
20876,1,1,1,1.3820159459693722,0,0,48.0,0.08333333333333333
20906,2,1,1,1.4173859609783592,1,2,355.0,0.15774647887323945
20923,1,0,1,0.0,0,0,102.0,0.08823529411764706
20937,3,9,1,2.014121782783377,2,8,15.0,0.2
20942,5,1,1,1.2685803130821671,0,0,174.0,0.017241379310344827
21056,2,0,1,0.0,0,0,8.0,0.5
21079,1,0,1,1.8845875092369604,0,1,658.0,0.23100303951367784
21094,4,4,1,1.7045910702665596,2,3,34.0,0.029411764705882356
21133,1,3,1,1.6700367582866724,2,1,163.0,0.030674846625766868
21153,3,3,1,2.233471158161462,6,6,16.0,0.0625
21167,2,2,2,1.845783637463868,2,2,28.0,0.03571428571428571
21227,5,0,1,0.0,0,0,140.0,0.5285714285714286
21231,1,1,1,1.989347601281104,1,0,85.0,0.12941176470588234
21241,4,2,1,2.0756305995830893,2,1,20.0,0.2
21244,1,2,1,2.073873520913554,1,2,102.0,0.2352941176470588
21285,3,3,1,2.105842358609149,1,3,39.0,0.10256410256410256
21303,1,0,1,2.006257162958561,0,0,321.0,0.24922118380062305
21327,3,0,1,2.0665839765654237,2,7,33.0,0.09090909090909093
21344,2,1,1,0.9208210563119636,0,2,244.0,0.10245901639344264
21348,3,1,1,1.92521988570332,0,0,15.0,0.4
21354,6,0,1,0.0,0,0,66.0,0.18181818181818185
21355,1,9,1,2.0167162486544474,6,6,42.0,0.30952380952380953
21461,2,0,1,2.274788221227272,0,1,282.0,0.1453900709219858
21464,3,5,1,1.4298874647424002,1,1,107.0,0.21495327102803735
21467,3,0,1,0.9265343460854566,0,0,266.0,0.04135338345864661
21509,3,2,1,1.6664819379999734,0,1,145.0,0.25517241379310346
21528,3,2,1,1.8557667392681572,1,1,80.0,0.125
21571,1,0,1,0.0,0,0,507.0,0.04536489151873768
21606,1,1,1,1.3982315197816528,0,1,237.0,0.16455696202531644
21644,1,0,1,0.0,0,0,6.0,0.3333333333333333
21655,2,0,1,1.2992659849568555,0,0,599.0,0.34223706176961605
21675,5,0,1,2.0708356277705793,0,0,310.0,0.022580645161290318
